sc3.sc3_33,sc3.sc3_32,sc3.sc3_31,sc3.sc3_30,sc3.sc3_29,sc3.sc3_28,sc3.sc3_27,sc3.sc3_26,sc3.sc3_25,sc3.sc3_24,sc3.sc3_23,sc3.sc3_22,sc3.sc3_21,sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_19,Seurat.Seurat_18,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,1,1,1,1,1,1,1,1,1,1,15,16,17,18,19,20,21,22,23,24,human4_lib1.final_cell_0133
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,1,1,1,1,1,1,1,1,1,1,15,16,17,18,19,20,21,22,23,24,human4_lib1.final_cell_0134
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0135
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,9,9,10,10,10,11,12,12,12,12,13,13,13,13,13,14,15,15,15,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0136
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,20,21,22,23,23,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,human4_lib1.final_cell_0137
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,12,12,12,12,12,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0138
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0139
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,12,12,12,12,12,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0140
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,12,12,12,12,12,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0141
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,9,9,10,10,10,11,12,12,12,12,13,13,13,13,13,14,15,15,15,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0142
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0143
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,20,21,22,23,23,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,human4_lib1.final_cell_0144
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,9,9,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,1,1,1,1,5,10,11,12,13,14,14,15,16,16,17,17,18,19,20,21,22,23,24,25,25,1,1,1,5,5,9,9,10,10,10,10,11,12,13,13,14,15,16,16,17,human4_lib1.final_cell_0145
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,13,13,13,14,15,15,15,15,16,17,18,18,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0146
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,1,1,1,1,1,1,1,1,1,1,15,16,17,18,19,20,21,22,23,24,human4_lib1.final_cell_0147
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,14,14,14,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,human4_lib1.final_cell_0148
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,20,21,22,23,23,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,human4_lib1.final_cell_0149
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0150
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0151
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,13,13,13,14,15,15,15,15,16,17,18,18,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0152
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0153
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,8,8,19,19,19,20,21,22,23,23,24,24,25,25,26,5,6,6,6,7,7,7,7,7,7,7,7,7,7,16,16,17,18,19,20,21,22,23,24,24,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,human4_lib1.final_cell_0154
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0155
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0156
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,14,14,14,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,human4_lib1.final_cell_0157
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,11,11,11,11,21,21,22,22,23,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,human4_lib1.final_cell_0158
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,10,10,10,10,10,11,11,11,11,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0159
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0160
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,8,8,19,19,19,20,21,22,23,23,24,24,25,25,26,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0161
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,9,9,10,10,10,11,12,12,12,12,13,13,13,13,13,14,15,15,15,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0162
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0163
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0164
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0165
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0166
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0167
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,9,9,10,10,10,11,12,12,12,12,13,13,13,13,13,14,15,15,15,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0168
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0169
2,6,7,8,9,10,11,12,13,14,15,15,16,17,18,19,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,11,11,12,13,14,14,15,16,17,17,18,human4_lib1.final_cell_0170
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,9,9,10,10,10,11,12,12,12,12,13,13,13,13,13,14,15,15,15,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0171
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0172
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0173
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0174
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0175
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,12,12,12,12,12,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0176
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,10,10,10,10,10,11,11,11,11,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0177
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,14,14,14,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,human4_lib1.final_cell_0178
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,9,9,10,11,11,11,11,11,11,11,12,15,15,15,15,15,15,15,15,1,1,1,1,5,5,5,5,5,13,13,14,15,15,15,15,16,17,18,18,18,19,20,21,21,1,1,1,5,5,5,5,8,8,8,8,9,10,11,11,11,12,12,12,12,human4_lib1.final_cell_0179
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,12,12,12,12,12,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0180
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,9,9,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,14,14,14,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,human4_lib1.final_cell_0181
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0182
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,1,1,1,1,1,1,1,1,1,1,15,16,17,18,19,20,21,22,23,24,human4_lib1.final_cell_0183
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,9,9,10,10,10,11,12,12,12,12,13,13,13,13,13,14,15,15,15,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0184
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0185
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0186
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0187
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0188
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,12,12,12,12,12,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0189
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0190
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0191
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,12,12,12,12,12,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0192
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0193
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0194
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0195
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,9,9,10,11,11,11,11,11,11,11,12,15,15,15,15,15,15,15,15,1,1,1,1,5,5,5,5,5,13,13,14,15,15,15,15,16,17,18,18,18,19,20,21,21,1,1,1,5,5,5,5,8,8,8,8,9,10,11,11,11,12,12,12,12,human4_lib1.final_cell_0196
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0197
2,2,2,2,2,2,2,2,2,2,2,2,2,15,16,17,17,18,19,20,21,22,22,22,23,24,25,26,26,27,27,28,28,29,4,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,2,2,2,2,2,2,2,2,2,11,11,12,13,14,14,15,16,17,17,18,human4_lib1.final_cell_0198
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,9,9,10,11,11,11,11,11,11,11,12,15,15,15,15,15,15,15,15,1,1,1,1,5,5,5,5,5,13,13,14,15,15,15,15,16,17,18,18,18,19,20,21,21,1,1,1,5,5,5,5,8,8,8,8,9,10,11,11,11,12,12,12,12,human4_lib1.final_cell_0199
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,12,12,12,12,12,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0200
1,1,1,4,4,4,5,5,5,5,5,5,5,5,5,9,9,10,11,11,11,11,11,11,11,12,15,15,15,15,15,15,15,15,1,1,1,1,5,5,5,5,5,13,13,14,15,15,15,15,16,17,18,18,18,19,20,21,21,1,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,8,8,8,8,human4_lib1.final_cell_0201
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0202
1,1,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,8,8,8,19,19,19,20,21,22,23,23,24,24,25,25,26,5,6,6,6,7,7,7,7,7,7,7,7,7,7,16,16,17,18,19,20,21,22,23,24,24,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,human4_lib1.final_cell_0203
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,12,12,12,12,12,13,13,13,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human4_lib1.final_cell_0204
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,4,5,5,7,8,8,8,11,12,12,12,13,14,14,14,14,15,16,16,16,16,17,18,19,19,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0205
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,10,10,10,10,10,11,11,11,11,4,4,4,4,4,4,10,11,11,12,12,13,14,15,16,17,18,19,19,20,human4_lib1.final_cell_0206
4,4,5,6,6,6,7,8,8,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,6,7,8,9,9,10,10,11,11,11,12,13,17,18,18,19,20,21,22,23,24,25,26,26,5,6,6,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,11,11,human4_lib1.final_cell_0207
