sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0431
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0432
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0433
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0434
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib4.final_cell_0435
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,5,5,5,5,5,5,5,10,11,12,18,human3_lib4.final_cell_0436
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0437
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0438
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0439
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0440
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0441
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0442
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0443
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0444
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0445
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0446
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,8,8,human3_lib4.final_cell_0447
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0448
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0449
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0450
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0451
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0452
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0453
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0454
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0455
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0456
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0457
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0458
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0459
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0460
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0461
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0462
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0463
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0464
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0465
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0466
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0467
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,6,6,6,6,6,7,16,17,18,19,20,human3_lib4.final_cell_0468
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0469
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0470
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0471
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0472
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,4,10,11,12,13,14,14,15,16,17,17,human3_lib4.final_cell_0473
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0474
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0475
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0476
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0477
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0478
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0479
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,16,17,17,18,19,20,21,22,9,9,9,9,10,11,11,12,13,14,14,human3_lib4.final_cell_0480
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0481
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0482
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0483
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0484
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0485
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0486
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0487
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0488
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0489
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0490
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0491
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0492
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0493
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0494
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0495
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0496
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0497
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0498
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0499
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0500
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0501
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0502
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0503
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0504
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0505
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0506
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0507
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0508
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0509
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0510
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0511
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0512
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,8,8,human3_lib4.final_cell_0513
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0514
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0515
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0516
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0517
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0518
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0519
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0520
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0521
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0522
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0523
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,10,10,11,11,5,5,5,5,5,6,6,6,6,8,8,human3_lib4.final_cell_0524
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0525
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0526
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0527
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0528
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,human3_lib4.final_cell_0529
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0530
3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0531
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0532
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0533
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0534
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0535
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0536
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0537
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0538
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0539
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0540
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0541
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0542
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0543
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,human3_lib4.final_cell_0544
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0545
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0546
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0547
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0548
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0549
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0550
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0551
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0552
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0553
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0554
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0555
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0556
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0557
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0558
