sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_34,Monocle.Monocle_33,Monocle.Monocle_32,Monocle.Monocle_31,Monocle.Monocle_30,Monocle.Monocle_29,Monocle.Monocle_28,Monocle.Monocle_27,Monocle.Monocle_26,Monocle.Monocle_25,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_21,Seurat.Seurat_20,Seurat.Seurat_19,Seurat.Seurat_18,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_A16
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_A17
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,8,8,8,1,1,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,10,10,HP1526901T2D_A18
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_A19
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_A2
9,9,9,9,10,11,12,13,13,13,13,14,7,7,7,7,7,7,7,7,7,19,20,21,22,23,24,25,26,26,26,27,28,29,30,31,32,33,33,34,35,36,37,38,39,40,41,5,5,6,12,13,14,15,16,17,18,18,19,20,21,22,23,23,24,25,26,27,27,HP1526901T2D_A20
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,34,35,36,37,38,39,40,41,42,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_A21
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_A22
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_A23
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_A24
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_A3
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_A4
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_A5
5,5,5,5,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,34,35,36,37,38,39,40,41,42,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,25,26,27,28,29,30,HP1526901T2D_A6
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_A7
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_A8
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_A9
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_B1
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_B10
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_B11
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_B12
9,9,9,9,10,11,12,13,13,13,13,14,7,7,7,7,7,7,7,7,7,19,20,21,22,23,24,25,26,26,26,27,28,29,30,31,32,33,33,34,35,36,37,38,39,40,41,5,5,6,12,13,14,15,16,17,18,18,19,20,21,22,23,23,24,25,26,27,27,HP1526901T2D_B13
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_B14
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_B15
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_B16
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_B17
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_B18
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_B19
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_B2
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_B20
1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,HP1526901T2D_B21
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_B22
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,34,35,36,37,38,39,40,41,42,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_B23
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_B24
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_B3
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_B4
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_B5
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_B6
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_B7
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_B8
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_B9
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_C1
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_C10
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_C11
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,HP1526901T2D_C12
9,9,9,9,10,11,12,13,13,13,13,14,7,7,7,7,7,7,7,7,7,19,20,21,22,23,24,25,26,26,26,27,28,29,30,31,32,33,33,34,35,36,37,38,39,40,41,5,5,6,12,13,14,15,16,17,18,18,19,20,21,22,23,23,24,25,26,27,27,HP1526901T2D_C13
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_C14
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_C15
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_C16
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_C17
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_C18
9,9,9,9,10,11,12,13,13,13,13,14,7,7,7,7,7,7,7,7,7,19,20,21,22,23,24,25,26,26,26,27,28,29,30,31,32,33,33,34,35,36,37,38,39,40,41,5,5,6,12,13,14,15,16,17,18,18,19,20,21,22,23,23,24,25,26,27,27,HP1526901T2D_C19
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_C2
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_C20
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_C21
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_C22
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_C23
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_C24
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_C3
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_C4
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1526901T2D_C5
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_C6
5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,HP1526901T2D_C7
5,5,5,5,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,34,35,36,37,38,39,40,41,42,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,25,26,27,28,29,30,HP1526901T2D_C8
7,7,7,7,8,9,9,10,10,10,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,15,16,16,17,18,19,20,21,21,21,21,21,22,22,HP1526901T2D_C9
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_D1
9,9,9,9,10,11,12,13,13,13,13,14,7,7,7,7,7,7,7,7,7,19,20,21,22,23,24,25,26,26,26,27,28,29,30,31,32,33,33,34,35,36,37,38,39,40,41,5,5,6,12,13,14,15,16,17,18,18,19,20,21,22,23,23,24,25,26,27,27,HP1526901T2D_D10
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_D11
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_D12
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_D13
9,9,9,9,10,11,12,13,13,13,13,14,7,7,7,7,7,7,7,7,7,19,20,21,22,23,24,25,26,26,26,27,28,29,30,31,32,33,33,34,35,36,37,38,39,40,41,5,5,6,12,13,14,15,16,17,18,18,19,20,21,22,23,23,24,25,26,27,27,HP1526901T2D_D14
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,31,32,33,34,35,36,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,HP1526901T2D_D15
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_D16
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_D17
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_D18
10,11,11,11,12,13,14,15,15,15,16,17,9,10,10,10,10,11,11,12,15,15,16,17,17,18,19,19,24,24,24,25,26,27,28,28,29,30,30,31,32,33,34,35,36,37,38,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,HP1526901T2D_D19
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,34,35,36,37,38,39,40,41,42,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_D2
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_D20
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,13,14,15,16,17,17,18,19,19,20,21,22,22,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,HP1526901T2D_D21
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_D22
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_D23
9,9,9,9,10,11,12,13,13,13,13,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1526901T2D_D24
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_D3
5,5,5,5,5,7,11,12,12,12,12,13,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,31,32,33,34,35,36,37,38,39,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,14,14,14,14,15,15,HP1526901T2D_D4
9,9,9,13,14,15,16,17,18,19,20,21,7,7,7,7,7,7,7,7,7,7,8,8,8,9,12,12,12,12,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,10,10,11,11,12,13,14,15,16,17,19,20,21,22,23,24,24,25,26,27,28,29,HP1526901T2D_D5
1,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,10,10,10,17,17,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,11,28,HP1526901T2D_D6
5,5,5,5,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,29,30,31,34,35,36,37,38,39,40,41,42,1,1,4,4,4,4,4,11,11,11,11,11,11,12,13,14,25,26,27,28,29,30,HP1526901T2D_D7
