sc3.sc3_10,sc3.sc3_11,sc3.sc3_12,sc3.sc3_13,sc3.sc3_14,sc3.sc3_15,sc3.sc3_16,sc3.sc3_17,sc3.sc3_18,sc3.sc3_19,sc3.sc3_20,sc3.sc3_21,sc3.sc3_22,sc3.sc3_23,sc3.sc3_24,sc3.sc3_25,sc3.sc3_26,sc3.sc3_27,sc3.sc3_28,sc3.sc3_29,sc3.sc3_30,sc3.sc3_31,Monocle.Monocle_10,Monocle.Monocle_11,Monocle.Monocle_12,Monocle.Monocle_13,Monocle.Monocle_14,Monocle.Monocle_15,Monocle.Monocle_16,Monocle.Monocle_17,Monocle.Monocle_18,Monocle.Monocle_19,Monocle.Monocle_20,Monocle.Monocle_21,Monocle.Monocle_22,Monocle.Monocle_23,Monocle.Monocle_24,Monocle.Monocle_25,Monocle.Monocle_26,Monocle.Monocle_27,Monocle.Monocle_28,Monocle.Monocle_29,Monocle.Monocle_30,Monocle.Monocle_31,Monocle.Monocle_32,Monocle.Monocle_33,Monocle.Monocle_34,Monocle.Monocle_35,Monocle.Monocle_36,Monocle.Monocle_37,Monocle.Monocle_38,Monocle.Monocle_39,Monocle.Monocle_40,Monocle.Monocle_41,Seurat.Seurat_10,Seurat.Seurat_11,Seurat.Seurat_12,Seurat.Seurat_13,Seurat.Seurat_14,Seurat.Seurat_15,Seurat.Seurat_16,Seurat.Seurat_17,Seurat.Seurat_18,Seurat.Seurat_19,Seurat.Seurat_20,Seurat.Seurat_21,Seurat.Seurat_22,Seurat.Seurat_23,Seurat.Seurat_24,Seurat.Seurat_25,cells
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_J19
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_J2
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_J20
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_J21
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1525301T2D_J22
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,34,35,36,37,38,39,40,41,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1525301T2D_J23
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_J24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_J3
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_J4
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,34,35,36,37,38,39,40,41,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1525301T2D_J5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,8,8,8,8,8,8,9,9,9,10,10,HP1525301T2D_J6
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_J7
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,16,16,17,18,21,22,23,24,24,25,26,27,27,28,29,30,30,31,32,33,34,35,36,37,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_J8
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_J9
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K1
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1525301T2D_K10
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K11
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_K13
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K14
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_K15
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K16
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K17
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K18
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_K19
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_K20
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K21
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_K22
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,16,16,17,18,21,22,23,24,24,25,26,27,27,28,29,30,30,31,32,33,34,35,36,37,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_K23
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1525301T2D_K24
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,16,16,17,18,21,22,23,24,24,25,26,27,27,28,29,30,30,31,32,33,34,35,36,37,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_K3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_K4
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,34,35,36,37,38,39,40,41,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1525301T2D_K5
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_K6
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,34,35,36,37,38,39,40,41,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1525301T2D_K7
1,5,5,5,6,6,6,6,8,8,8,12,12,13,13,13,13,14,14,14,14,14,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,34,35,36,37,38,39,40,41,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1525301T2D_K8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,9,HP1525301T2D_K9
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_L1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_L10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_L11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1525301T2D_L12
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_L13
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,9,9,9,10,11,12,13,13,13,18,19,20,20,21,22,23,23,24,25,26,26,27,27,28,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,HP1525301T2D_L14
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,16,16,17,18,21,22,23,24,24,25,26,27,27,28,29,30,30,31,32,33,34,35,36,37,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_L15
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_L16
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,9,9,9,10,11,12,13,13,13,18,19,20,20,21,22,23,23,24,25,26,26,27,27,28,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,HP1525301T2D_L17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1525301T2D_L18
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,8,19,20,20,HP1525301T2D_L19
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_L2
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_L20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_L21
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_L22
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_L23
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,16,16,17,18,21,22,23,24,24,25,26,27,27,28,29,30,30,31,32,33,34,35,36,37,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_L24
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1525301T2D_L3
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_L4
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,34,35,36,37,38,39,40,41,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1525301T2D_L5
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_L6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_L7
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1525301T2D_L8
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,16,16,17,18,21,22,23,24,24,25,26,27,27,28,29,30,30,31,32,33,34,35,36,37,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_L9
1,1,1,1,5,5,5,5,5,5,5,5,5,9,9,9,9,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1525301T2D_M1
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_M10
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_M11
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_M12
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_M13
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,9,9,9,10,11,12,13,13,13,18,19,20,20,21,22,23,23,24,25,26,26,27,27,28,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,HP1525301T2D_M14
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_M15
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_M16
1,5,5,11,12,12,12,12,13,14,14,15,15,16,17,17,17,18,19,19,19,20,7,7,7,7,7,7,7,7,16,16,17,18,18,18,19,20,26,27,28,29,30,31,32,33,33,34,35,36,37,38,39,40,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1525301T2D_M17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_M18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,6,7,8,8,9,10,11,11,11,11,11,12,12,12,13,13,HP1525301T2D_M19
1,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,1,2,2,2,6,6,10,13,13,14,14,15,16,16,17,17,HP1525301T2D_M2
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_M20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_M21
1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1525301T2D_M22
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,22,22,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1525301T2D_M23
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_M24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,25,26,27,28,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,8,8,8,9,21,HP1525301T2D_M3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,HP1525301T2D_M4
1,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,34,35,36,37,38,39,40,41,1,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,HP1525301T2D_M5
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_M6
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,9,9,9,10,11,12,13,13,13,18,19,20,20,21,22,23,23,24,25,26,26,27,27,28,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,HP1525301T2D_M7
8,9,10,10,11,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,11,11,11,11,12,29,30,31,32,32,33,34,35,36,37,38,39,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,HP1525301T2D_M8
1,5,5,5,6,6,6,6,8,8,8,12,12,13,14,14,14,15,16,16,16,16,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,6,6,6,28,29,29,30,31,32,33,34,35,36,1,2,2,2,6,6,10,10,10,10,10,11,13,13,14,14,HP1525301T2D_M9
