sc3.sc3_41,sc3.sc3_40,sc3.sc3_39,sc3.sc3_38,sc3.sc3_37,sc3.sc3_36,sc3.sc3_35,sc3.sc3_34,sc3.sc3_33,sc3.sc3_32,sc3.sc3_31,sc3.sc3_30,sc3.sc3_29,sc3.sc3_28,sc3.sc3_27,sc3.sc3_26,sc3.sc3_25,sc3.sc3_24,sc3.sc3_23,sc3.sc3_22,sc3.sc3_21,sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_25,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0096
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0097
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0098
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0099
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0100
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0101
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0102
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0103
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0104
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0105
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0106
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0107
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0108
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0109
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0110
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0111
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0112
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0113
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0114
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0115
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0116
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,29,30,31,32,32,33,33,34,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0117
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0118
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,8,8,9,9,9,10,11,11,11,12,12,12,13,13,13,13,human4_lib3.final_cell_0119
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,18,19,20,21,22,23,24,25,26,human4_lib3.final_cell_0120
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,18,19,20,20,21,21,22,23,human4_lib3.final_cell_0121
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human4_lib3.final_cell_0122
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0123
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0124
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0125
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0126
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0127
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0128
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0129
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0130
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0131
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0132
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,15,16,17,29,30,31,32,33,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0133
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0134
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0135
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0136
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0137
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0138
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0139
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0140
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0141
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0142
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0143
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0144
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human4_lib3.final_cell_0145
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0146
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0147
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0148
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0149
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0150
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0151
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0152
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0153
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0154
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0155
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0156
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0157
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0158
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0159
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0160
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0161
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0162
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0163
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0164
