sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_H23
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_H24
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_H3
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_H6
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_H7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_H8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_H9
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I1
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I10
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,7,8,8,9,10,11,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I11
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_I12
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I15
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I16
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I17
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I18
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I19
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_I2
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_I21
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I22
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I23
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I24
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I3
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_I4
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_I5
1,1,1,4,4,4,4,4,4,4,4,4,4,4,19,20,21,22,23,24,25,1,1,1,1,5,10,11,12,13,5,5,5,5,5,5,5,5,5,9,10,10,10,11,HP1525301T2D_I6
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_I7
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_I8
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_J1
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1525301T2D_J10
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_J13
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_J14
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_J15
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_J16
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1525301T2D_J17
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1525301T2D_J18
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_J19
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_J2
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_J20
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_J21
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HP1525301T2D_J22
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_J23
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_J4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_J5
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_J7
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_J8
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_J9
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K1
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1525301T2D_K10
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K11
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K12
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K14
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_K15
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K16
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K17
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K18
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_K19
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K2
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K21
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_K22
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_K23
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_K3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_K5
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_K6
3,3,3,3,3,3,5,5,5,8,8,13,14,14,14,14,15,15,15,15,15,3,3,3,3,3,3,3,3,3,3,3,6,6,6,9,9,12,12,13,14,14,14,15,HP1525301T2D_K7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_K8
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_L1
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_L13
1,1,1,4,4,4,4,4,4,4,4,4,4,4,19,20,21,22,23,24,25,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,9,10,10,10,11,HP1525301T2D_L14
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_L15
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_L16
1,1,1,4,4,4,4,4,4,4,4,4,4,4,19,20,21,22,23,24,25,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,9,10,10,10,11,HP1525301T2D_L17
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1525301T2D_L19
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_L2
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_L20
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_L22
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_L23
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_L24
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_L4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_L5
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_L6
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1525301T2D_L8
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_L9
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_M10
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_M11
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_M12
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_M13
1,1,1,4,4,4,4,4,4,4,4,4,4,4,19,20,21,22,23,24,25,1,1,1,1,5,10,11,12,13,5,5,5,5,5,5,5,5,5,9,10,10,10,11,HP1525301T2D_M14
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_M15
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_M16
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1525301T2D_M17
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1525301T2D_M19
3,3,3,3,3,3,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,3,3,7,7,8,8,9,10,11,3,3,6,6,6,9,9,9,9,10,11,11,11,12,HP1525301T2D_M2
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_M20
4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,7,8,8,9,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1525301T2D_M22
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1525301T2D_M23
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_M5
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_M6
1,1,1,4,4,4,4,4,4,4,4,4,4,4,19,20,21,22,23,24,25,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,9,10,10,10,11,HP1525301T2D_M7
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_M8
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_M9
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_N1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_N10
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_N11
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_N12
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_N13
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_N14
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_N16
1,1,1,4,4,4,4,4,4,4,4,4,4,4,19,20,21,22,23,24,25,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,9,10,10,10,11,HP1525301T2D_N18
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_N20
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1525301T2D_N21
3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,HP1525301T2D_N22
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_N23
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_N24
1,1,1,4,4,4,4,4,4,4,4,4,4,4,19,20,21,22,23,24,25,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,9,10,10,10,11,HP1525301T2D_N3
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_N4
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_N5
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_N6
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_N7
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_N8
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_N9
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_O1
1,1,1,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,7,7,7,5,5,5,5,8,8,8,8,8,8,9,9,9,9,HP1525301T2D_O11
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_O13
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_O14
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_O16
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_O17
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_O18
1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,HP1525301T2D_O2
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_O20
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_O22
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,6,7,7,8,9,10,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_O23
3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,20,21,22,23,5,6,6,8,9,9,10,11,12,3,3,3,3,3,3,3,3,3,3,3,3,3,10,HP1525301T2D_O24
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,HP1525301T2D_O3
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,8,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_O5
1,1,1,4,4,4,4,4,4,4,4,4,4,18,18,19,20,21,22,23,24,4,4,4,4,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,HP1525301T2D_O6
