cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100
HP1525301T2D_D9,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,12,15,23,22,9,15,23,22,9,15,23,22,9,15,23,22,9,15
HP1525301T2D_E1,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,12,4,23,23,9,4,23,23,9,4,23,23,9,4,23,23,9,1
HP1525301T2D_E11,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17
HP1525301T2D_E12,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,4,16,18
HP1525301T2D_E13,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,12,18,23,16,9,18,23,16,9,18,23,16,9,18,23,16,9,18
HP1525301T2D_E15,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19,1,18,7,19
HP1525301T2D_E16,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,5,23,16,9,4,23,16,9,1
HP1525301T2D_E17,1,21,11,6,1,21,11,6,1,21,11,6,1,18,11,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6
HP1525301T2D_E19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,15,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19,9,3,13,19
HP1525301T2D_E2,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,12,18,15,12,8,4,15,11,8,4,15,11,8,4,15,3,8,4,15
HP1525301T2D_E22,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,12,25,23,17,9,25,23,17,9,25,23,17,9,25,23,17,9,1
HP1525301T2D_E23,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,12,3,23,17,9,3,23,17,9,3,23,17,9,3,23,17,9,3
HP1525301T2D_E24,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,15,16,18,17,4,16,18
HP1525301T2D_E3,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,15,18,9,3,13,18,9,3,13,18,9,3,13,18,9,3,13,18,9,3,13,18,9,3,13,18,9,3,13,18
HP1525301T2D_E5,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,15,16,20,17,4,16,1
HP1525301T2D_E7,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,12,12,23,16,9,12,23,16,9,12,23,16,9,12,23,16,9,12
HP1525301T2D_E8,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,9,23,5,10,1
HP1525301T2D_F10,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,18,2,12,8,4,2,11,8,4,2,11,8,4,2,3,8,4,2
HP1525301T2D_F12,1,21,11,8,1,21,11,8,1,21,11,8,1,18,11,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8,1,18,7,8
HP1525301T2D_F13,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24,18,5,22,24
HP1525301T2D_F15,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1
HP1525301T2D_F16,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1
HP1525301T2D_F19,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,12,16,23,16,9,16,23,16,9,16,23,16,9,16,23,16,9,16
HP1525301T2D_F2,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,12,7,23,17,9,7,23,17,9,7,23,17,9,7,23,17,9,1
HP1525301T2D_F21,1,21,11,16,1,21,11,16,1,21,11,16,1,18,11,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16,1,18,7,16
HP1525301T2D_F23,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3,14,13,14,3
HP1525301T2D_F24,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,15,16,16,17,4,16,16
HP1525301T2D_F3,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,12,18,2,12,8,4,2,11,8,4,2,11,8,4,2,3,8,4,2
HP1525301T2D_F4,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,12,16,23,17,9,16,23,17,9,16,23,17,9,16,23,17,9,16
HP1525301T2D_F5,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,18,9,12,8,4,9,11,8,4,9,11,8,4,9,3,8,4,1
HP1525301T2D_F7,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,15,16,13,17,4,16,1
HP1525301T2D_F8,1,21,11,10,1,21,11,10,1,21,11,10,1,18,11,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10
HP1525301T2D_G1,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,12,23,23,14,9,23,23,14,9,23,23,14,9,23,23,14,9,1
HP1525301T2D_G10,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,1
HP1525301T2D_G11,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,9,23,22,9,1
HP1525301T2D_G13,1,21,11,1,1,21,11,1,1,21,11,1,1,18,11,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1
HP1525301T2D_G14,1,21,11,12,1,21,11,12,1,21,11,12,1,18,11,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12
HP1525301T2D_G15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,12,15,23,17,9,15,23,17,9,15,23,17,9,15,23,17,9,15
HP1525301T2D_G17,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,12,18,20,12,8,4,20,11,8,4,20,11,8,4,20,3,8,4,1
HP1525301T2D_G18,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,12,11,23,17,9,11,23,17,9,11,23,17,9,11,23,17,9,1
HP1525301T2D_G19,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1,23,22,9,1
HP1525301T2D_G20,1,21,11,11,1,21,11,11,1,21,11,11,1,18,11,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,11,1,18,7,1
HP1525301T2D_G21,1,21,11,4,1,21,11,4,1,21,11,4,1,18,11,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,1
HP1525301T2D_G22,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,12,1,23,14,9,1,23,14,9,1,23,14,9,1,23,14,9,1
HP1525301T2D_G23,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,6,15,2,9,3,15,2,9,3,13,2,9,3,13,2,9,3,13,2,9,3,13,2,9,3,13,2,9,3,13,2,9,3,13,2
HP1525301T2D_G3,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,22,1,18,7,1
HP1525301T2D_G4,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,12,10,23,14,9,10,23,14,9,10,23,14,9,10,23,14,9,10
HP1525301T2D_G5,1,19,11,25,1,19,11,25,1,18,11,25,1,18,11,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,25,1,18,7,1
HP1525301T2D_G8,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1,14,13,14,1
HP1525301T2D_G9,1,21,11,1,1,21,11,1,1,21,11,1,1,18,11,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1
HP1525301T2D_H1,1,21,11,12,1,21,11,12,1,21,11,12,1,18,11,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12,1,18,7,12
HP1525301T2D_H10,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19,14,13,14,19
HP1525301T2D_H11,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10
HP1525301T2D_H12,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,12,9,23,14,9,9,23,14,9,9,23,14,9,9,23,14,9,1
HP1525301T2D_H14,1,18,11,10,1,18,11,10,1,18,11,10,1,18,11,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10,1,18,7,10
HP1525301T2D_H16,1,18,11,21,1,18,11,21,1,18,11,21,1,18,11,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21,1,18,7,21
HP1525301T2D_H17,1,21,11,1,1,21,11,1,1,21,11,1,1,18,11,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1
HP1525301T2D_H18,1,19,11,23,1,19,11,23,1,18,11,23,1,18,11,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,23,1,18,7,1
HP1525301T2D_H19,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6,23,22,9,6
HP1525301T2D_H2,1,19,11,6,1,19,11,6,1,18,11,6,1,18,11,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6,1,18,7,6
HP1525301T2D_H20,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,12,11,23,14,9,11,23,14,9,11,23,14,9,11,23,14,9,1
HP1525301T2D_H23,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,12,21,23,17,9,21,23,17,9,21,23,17,9,21,23,17,9,21
HP1525301T2D_H24,1,21,11,5,1,21,11,5,1,21,11,5,1,18,11,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,4,1,18,7,1
HP1525301T2D_H3,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,14,1,18,7,1
HP1525301T2D_H6,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,12,2,23,16,9,2,23,16,9,2,23,16,9,2,23,16,9,2
HP1525301T2D_H7,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,12,12,23,17,9,12,23,17,9,12,23,17,9,12,23,17,9,12
HP1525301T2D_H8,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,12,27,19,12,8,27,19,11,8,27,19,11,8,27,19,3,8,27,19
HP1525301T2D_H9,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,12,18,14,12,8,4,14,11,8,4,14,11,8,4,14,3,8,4,1
HP1525301T2D_I1,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17,1,18,7,17
HP1525301T2D_I10,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,5,1,18,7,4,1,18,7,1
HP1525301T2D_I11,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,5,18,15,22,4,18,4,22,1
HP1525301T2D_I12,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,12,24,23,17,9,24,23,17,9,24,23,17,9,24,23,17,9,24
HP1525301T2D_I15,1,21,11,1,1,21,11,1,1,21,11,1,1,18,11,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1,1,18,7,1
HP1525301T2D_I16,1,21,11,4,1,21,11,4,1,21,11,4,1,18,11,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,4,1,18,7,1
