cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100
human4_lib3.final_cell_0403,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29,31,27,8,29
human4_lib3.final_cell_0404,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24,3,25,12,24
human4_lib3.final_cell_0405,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38,21,22,16,38
human4_lib3.final_cell_0406,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23,31,27,8,23
human4_lib3.final_cell_0407,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1,3,25,12,1
human4_lib3.final_cell_0408,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12
human4_lib3.final_cell_0409,16,21,15,1,16,21,15,1,16,21,15,1,16,21,15,1,16,21,15,1,16,21,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1,16,13,15,1
human4_lib3.final_cell_0410,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5,5,3,6,5
human4_lib3.final_cell_0411,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,29,12,19,3,20,12,19,3,20,12,19,3,20,12,19,3,20,12,19,3,20,12,19,3,20,12,19,3,20,12,19,3,20,12,19
human4_lib3.final_cell_0412,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,6,33,17,8,4
human4_lib3.final_cell_0413,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,25,8,7,38,17,8,7,38,17,8,7,38,17,8,7,38
human4_lib3.final_cell_0414,31,7,8,37,31,7,8,37,31,7,8,37,31,7,8,37,31,7,8,37,31,7,8,37,31,7,8,37,31,7,8,37,31,7,8,37,31,7,8,37,31,7,8,37,31,7,8,37,31,3,8,37,31,3,8,37,31,3,8,37,31,3,8,37,31,3,8,37,31,3,8,37,31,3,8,37,31,3,8,37,31,3,8,4
human4_lib3.final_cell_0415,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4,31,27,8,4
human4_lib3.final_cell_0416,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,25,8,7,33,17,8,7,33,17,8,7,33,17,8,7,4
human4_lib3.final_cell_0417,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,18,31,27,8,4
human4_lib3.final_cell_0418,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35,17,8,7,35
human4_lib3.final_cell_0419,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2,31,27,8,2
human4_lib3.final_cell_0420,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1
human4_lib3.final_cell_0421,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29,17,8,7,29
human4_lib3.final_cell_0422,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,29,12,32,3,20,12,32,3,20,12,32,3,20,12,32,3,20,12,32,3,20,12,32,3,20,12,32,3,20,12,32,3,20,12,4
human4_lib3.final_cell_0423,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,14,17,8,7,4
human4_lib3.final_cell_0424,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13,21,22,16,13
human4_lib3.final_cell_0425,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4,16,28,15,4
human4_lib3.final_cell_0426,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,29,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12,3,20,12,12
human4_lib3.final_cell_0427,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19,23,9,14,19
human4_lib3.final_cell_0428,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,24,7,3,17,8,7,3,17,8,7,3,17,8,7,3,17,8,7,3,17,8,7,3,17,8,7,3
human4_lib3.final_cell_0429,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2,31,6,8,2
human4_lib3.final_cell_0430,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,9,16,28,15,4
human4_lib3.final_cell_0431,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,27,31,27,8,4
human4_lib3.final_cell_0432,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,24,7,33,17,8,7,33,17,8,7,33,17,8,7,33,17,8,7,33,17,8,7,33,17,8,7,4
human4_lib3.final_cell_0433,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,29,1,31,3,20,1,31,3,20,1,31,3,20,1,31,3,20,1,31,3,20,1,31,3,20,1,31,3,20,1,31,3,20,1,4
human4_lib3.final_cell_0434,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35,21,22,16,35
human4_lib3.final_cell_0435,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15,19,12,13,15
human4_lib3.final_cell_0436,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13,16,28,15,13
human4_lib3.final_cell_0437,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13,31,6,8,13
human4_lib3.final_cell_0438,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,29,12,38,3,20,12,38,3,20,12,38,3,20,12,38,3,20,12,38,3,20,12,38,3,20,12,38,3,20,12,38,3,20,12,38
human4_lib3.final_cell_0439,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,24,7,4,17,8,7,4,17,8,7,4,17,8,7,4,17,8,7,4,17,8,7,4,17,8,7,4
human4_lib3.final_cell_0440,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20,31,27,8,20
human4_lib3.final_cell_0441,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,24,7,8,17,8,7,8,17,8,7,8,17,8,7,8,17,8,7,8,17,8,7,8,17,8,7,8
human4_lib3.final_cell_0442,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,6,19,12,13,4
human4_lib3.final_cell_0443,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,33,16,28,12,4
human4_lib3.final_cell_0444,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16,21,22,16,16
human4_lib3.final_cell_0445,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4,3,20,12,4
human4_lib3.final_cell_0446,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,21,31,27,8,4
human4_lib3.final_cell_0447,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20,31,6,8,20
human4_lib3.final_cell_0448,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4,21,22,16,4
human4_lib3.final_cell_0449,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17,31,6,8,17
human4_lib3.final_cell_0450,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1,31,2,8,1
human4_lib3.final_cell_0451,5,7,6,18,5,7,6,18,5,7,6,18,5,7,6,18,5,7,6,18,5,7,6,18,5,7,6,18,5,7,6,18,5,7,6,18,5,7,6,18,5,7,6,18,5,7,6,18,5,3,6,18,5,3,6,18,5,3,6,18,5,3,6,18,5,3,6,18,5,3,6,18,5,3,6,18,5,3,6,18,5,3,6,4
human4_lib3.final_cell_0452,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,34,16,28,15,4
human4_lib3.final_cell_0453,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,24,7,22,17,8,7,22,17,8,7,22,17,8,7,22,17,8,7,22,17,8,7,22,17,8,7,22
human4_lib3.final_cell_0454,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,28,31,23,8,4
human4_lib3.final_cell_0455,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,7,31,6,11,4
human4_lib3.final_cell_0456,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,32,31,6,8,4
human4_lib3.final_cell_0457,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24,31,27,8,24
human4_lib3.final_cell_0458,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13,31,23,8,13
human4_lib3.final_cell_0459,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5,19,12,13,5
human4_lib3.final_cell_0460,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36,31,27,8,36
human4_lib3.final_cell_0461,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15,3,25,4,15
human4_lib3.final_cell_0462,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,24,7,9,17,8,7,9,17,8,7,9,17,8,7,9,17,8,7,9,17,8,7,9,17,8,7,4
human4_lib3.final_cell_0463,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,6,31,11,8,4
human4_lib3.final_cell_0464,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22,16,28,15,22
human4_lib3.final_cell_0465,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,25,10,7,25,17,10,7,25,17,10,7,25,17,10,7,25
human4_lib3.final_cell_0466,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8,31,27,8,8
human4_lib3.final_cell_0467,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29,31,6,3,29
human4_lib3.final_cell_0468,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29,3,25,12,29
human4_lib3.final_cell_0469,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29,19,12,13,29
human4_lib3.final_cell_0470,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,21,31,23,8,4
human4_lib3.final_cell_0471,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8,3,25,12,8
human4_lib3.final_cell_0472,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35,31,6,3,35
human4_lib3.final_cell_0473,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15,31,6,8,15
human4_lib3.final_cell_0474,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,29,1,20,3,20,1,20,3,20,1,20,3,20,1,20,3,20,1,20,3,20,1,20,3,20,1,20,3,20,1,20,3,20,1,20
human4_lib3.final_cell_0475,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16,17,8,7,16
