cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100
HP1525301T2D_N14,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,1,2,1,4,1,2,1
HP1525301T2D_N16,4,18,2,15,4,18,2,15,4,18,2,15,4,18,2,15,4,18,2,15,4,18,2,15,4,18,2,15,4,18,2,15,4,18,2,15,4,18,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,2,4,1,2,2,4,1,2,2
HP1525301T2D_N18,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,23,12,12,31,22,12,12,2,22,12,12,2
HP1525301T2D_N20,5,16,2,15,5,16,2,15,5,16,2,15,5,16,2,15,5,16,2,15,5,16,2,15,5,16,2,15,5,16,2,15,5,16,2,15,5,16,2,15,5,16,2,15,5,16,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,15,4,16,2,2,4,1,2,2,4,1,2,2
HP1525301T2D_N21,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,13,2,6,7,12,2,6,7,12,2,6,7,12,2,6,7,12,2,6,7
HP1525301T2D_N22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,5,13,22,32,4,13,22,32,4,13,22
HP1525301T2D_N23,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30,33,15,3,30
HP1525301T2D_N24,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4,33,9,3,4
HP1525301T2D_N3,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,22,12,12,7,22,12,12,7
HP1525301T2D_N4,5,16,2,35,5,16,2,35,5,16,2,35,5,16,2,35,5,16,2,35,5,16,2,35,5,16,2,35,5,16,2,35,5,16,2,35,5,16,2,35,5,16,2,35,5,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,1,2,35,4,1,2,35
HP1525301T2D_N5,4,18,2,12,4,18,2,12,4,18,2,12,4,18,2,12,4,18,2,12,4,18,2,12,4,18,2,12,4,18,2,12,4,18,2,12,4,18,2,12,4,16,2,12,4,16,2,12,4,16,2,12,4,16,2,12,4,16,2,12,4,16,2,12,4,16,2,12,4,16,2,12,4,16,2,12,4,1,2,12,4,1,2,2
HP1525301T2D_N6,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,16,2,20,4,1,2,20,4,1,2,20
HP1525301T2D_N7,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,14,33,25,15,8,33,25,15,8,33,25,15,8,2,25,15,8,2,25,15,8,2,25,15,8,2
HP1525301T2D_N8,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14,33,4,3,14
HP1525301T2D_N9,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7,33,15,3,7
HP1525301T2D_O1,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,13,14,34,19,8,14,34,19,8,8,34,19,8,8,34,19,8,8,34,19,8,8,2,19,8,8,2,19,8,8,2
HP1525301T2D_O11,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,13,2,6,24,12,2,6,24,12,2,6,24,12,2,6,24,12,2,6,24
HP1525301T2D_O13,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18,33,15,3,18
HP1525301T2D_O14,4,19,2,1,4,19,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,18,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,16,2,1,4,1,2,1,4,1,2,1
HP1525301T2D_O16,5,16,2,3,5,16,2,3,5,16,2,3,5,16,2,3,5,16,2,3,5,16,2,3,5,16,2,3,5,16,2,3,5,16,2,3,5,16,2,3,5,16,2,3,5,16,2,3,4,16,2,3,4,16,2,3,4,16,2,3,4,16,2,3,4,16,2,3,4,16,2,3,4,16,2,3,4,1,2,3,4,1,2,3
HP1525301T2D_O17,4,19,2,2,4,19,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,1,2,2,4,1,2,2
HP1525301T2D_O18,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10,33,9,3,10
HP1525301T2D_O2,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,29,17,20,7,2,17,20,7,2,17,20,7,2,17,20,7,2
HP1525301T2D_O20,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,1,2,22,4,1,2,22
HP1525301T2D_O22,4,18,2,34,4,18,2,34,4,18,2,34,4,18,2,34,4,18,2,34,4,18,2,34,4,18,2,34,4,18,2,34,4,18,2,34,4,18,2,34,4,16,2,34,4,16,2,34,4,16,2,34,4,16,2,34,4,16,2,34,4,16,2,34,4,16,2,34,4,16,2,34,4,16,2,2,4,1,2,2,4,1,2,2
HP1525301T2D_O23,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,2,4,1,2,2,4,1,2,2
HP1525301T2D_O24,4,18,2,14,4,18,2,14,4,18,2,14,4,18,2,14,4,18,2,14,4,18,2,14,4,18,2,14,4,18,2,14,4,18,2,14,4,18,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,1,2,14,4,1,2,14
HP1525301T2D_O3,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,13,14,18,19,8,14,18,19,8,8,18,19,8,8,18,19,8,8,18,19,8,8,18,19,8,8,18,19,8,8,18
HP1525301T2D_O5,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,8,33,17,3,2,33,17,3,2,33,17,3,2
HP1525301T2D_O6,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10,25,10,3,10
HP1525301T2D_O7,5,16,2,14,5,16,2,14,5,16,2,14,5,16,2,14,5,16,2,14,5,16,2,14,5,16,2,14,5,16,2,14,5,16,2,14,5,16,2,14,5,16,2,14,5,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,16,2,14,4,1,2,14,4,1,2,14
HP1525301T2D_O9,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,5,30,14,15,2,30,14,15,2,30,14,15,2
HP1525301T2D_P1,4,18,2,22,4,18,2,22,4,18,2,22,4,18,2,22,4,18,2,22,4,18,2,22,4,18,2,22,4,18,2,22,4,18,2,22,4,18,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,16,2,22,4,1,2,22,4,1,2,22
HP1525301T2D_P11,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10,33,15,3,10
HP1525301T2D_P13,4,18,2,35,4,18,2,35,4,18,2,35,4,18,2,35,4,18,2,35,4,18,2,35,4,18,2,35,4,18,2,35,4,18,2,35,4,18,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,16,2,35,4,1,2,35,4,1,2,35
HP1525301T2D_P14,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,18,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,16,2,2,4,1,2,2,4,1,2,2
HP1525301T2D_P15,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,18,9,32,14,2,9
HP1525301T2D_P16,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7,30,14,15,7
HP1525301T2D_P17,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16,33,15,3,16
HP1525301T2D_P18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18,33,11,3,18
HP1525301T2D_P19,4,19,2,11,4,19,2,11,4,18,2,11,4,18,2,11,4,18,2,11,4,18,2,11,4,18,2,11,4,18,2,11,4,18,2,11,4,18,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,16,2,11,4,1,2,11,4,1,2,11
HP1525301T2D_P2,5,16,2,10,5,16,2,10,5,16,2,10,5,16,2,10,5,16,2,10,5,16,2,10,5,16,2,10,5,16,2,10,5,16,2,10,5,16,2,10,5,16,2,10,5,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,16,2,10,4,1,2,10,4,1,2,10
HP1525301T2D_P20,4,19,2,18,4,19,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,1,2,18,4,1,2,18
HP1525301T2D_P21,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,29,4,16,2,2,4,16,2,2,4,1,2,2,4,1,2,2
HP1525301T2D_P22,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17,33,15,3,17
HP1525301T2D_P23,4,19,2,33,4,19,2,33,4,18,2,33,4,18,2,33,4,18,2,33,4,18,2,33,4,18,2,33,4,18,2,33,4,18,2,33,4,18,2,33,4,16,2,33,4,16,2,33,4,16,2,33,4,16,2,33,4,16,2,33,4,16,2,33,4,16,2,33,4,16,2,2,4,16,2,2,4,1,2,2,4,1,2,2
HP1525301T2D_P24,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,15,33,15,3,2,33,15,3,2,33,15,3,2
HP1525301T2D_P4,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,1,2,18,4,1,2,18
HP1525301T2D_P5,4,18,2,6,4,18,2,6,4,18,2,6,4,18,2,6,4,18,2,6,4,18,2,6,4,18,2,6,4,18,2,6,4,18,2,6,4,18,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,2,4,1,2,2,4,1,2,2
HP1525301T2D_P6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,6,33,17,3,2,33,17,3,2,33,17,3,2
HP1525301T2D_P8,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,6,33,15,3,2,33,15,3,2,33,15,3,2
HP1525301T2D_P9,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,32,33,15,3,2,33,15,3,2,33,15,3,2,33,15,3,2
HP1526901T2D_A1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,23,6,12,1,22,6,12,1,22,6,12,1
HP1526901T2D_A10,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4
HP1526901T2D_A11,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,18,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,16,2,18,4,1,2,18,4,1,2,18
HP1526901T2D_A12,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,14,8,25,15,8,8,25,15,8,8,25,15,8,8,25,15,8,2,25,15,8,2,25,15,8,2
HP1526901T2D_A13,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,8,23,7,12,2,22,7,12,2,22,7,12,2
HP1526901T2D_A14,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,23,12,12,19,22,12,12,2,22,12,12,2
HP1526901T2D_A15,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,13,2,6,5,12,2,6,5,12,2,6,2,12,2,6,2,12,2,6,2
HP1526901T2D_A16,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23,17,20,7,23
HP1526901T2D_A17,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11,33,10,3,11
HP1526901T2D_A19,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,23,6,12,7,22,6,12,7,22,6,12,7
HP1526901T2D_A2,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,23,12,12,7,22,12,12,7,22,12,12,7
HP1526901T2D_A20,13,3,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,13,2,6,6,12,2,6,6,12,2,6,2,12,2,6,2,12,2,6,2
HP1526901T2D_A21,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,5,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,6,4,16,2,2,4,1,2,2,4,1,2,2
HP1526901T2D_A22,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21,17,20,7,21
HP1526901T2D_A23,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,23,7,7,11,22,7,7,11,22,7,7,11
HP1526901T2D_A24,4,19,2,13,4,19,2,13,4,18,2,13,4,18,2,13,4,18,2,13,4,18,2,13,4,18,2,13,4,18,2,13,4,18,2,13,4,18,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,13,4,16,2,2,4,1,2,2,4,1,2,2
HP1526901T2D_A3,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,19,33,10,3,2,33,10,3,2
HP1526901T2D_A4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4,17,20,7,4
HP1526901T2D_A5,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,23,12,12,26,22,12,12,26,22,12,12,26
HP1526901T2D_A6,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,13,14,21,19,8,14,21,19,8,8,21,19,8,8,21,19,8,8,21,19,8,8,21,19,8,8,21,19,8,8,21
HP1526901T2D_A7,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35,33,15,3,35
HP1526901T2D_A8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,8,33,10,3,2,33,10,3,2,33,10,3,2
