cells,sc3-00,Monocle-00,Seurat-00,sc3-05,Monocle-05,Seurat-05,sc3-10,Monocle-10,Seurat-10,sc3-15,Monocle-15,Seurat-15,sc3-20,Monocle-20,Seurat-20,sc3-25,Monocle-25,Seurat-25,sc3-30,Monocle-30,Seurat-30,sc3-35,Monocle-35,Seurat-35,sc3-40,Monocle-40,Seurat-40,sc3-45,Monocle-45,Seurat-45,sc3-50,Monocle-50,Seurat-50,sc3-55,Monocle-55,Seurat-55,sc3-60,Monocle-60,Seurat-60,sc3-65,Monocle-65,Seurat-65,sc3-70,Monocle-70,Seurat-70,sc3-75,Monocle-75,Seurat-75,sc3-80,Monocle-80,Seurat-80,sc3-85,Monocle-85,Seurat-85,sc3-90,Monocle-90,Seurat-90,sc3-95,Monocle-95,Seurat-95,sc3-100,Monocle-100,Seurat-100
HP1525301T2D_C21,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_C22,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_C23,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_C24,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_C3,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_C4,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_C5,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_C6,1,18,11,1,18,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_C7,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_C8,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_C9,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_D1,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_D10,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_D11,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_D12,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13
HP1525301T2D_D14,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_D15,1,19,11,1,18,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_D19,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6,13,10,6
HP1525301T2D_D2,1,19,11,1,18,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_D21,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1525301T2D_D22,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_D23,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14,14,9,14
HP1525301T2D_D3,1,19,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_D4,1,19,11,1,18,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_D6,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_D8,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_D9,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,12,23,22,9,23,22,9,23,22,9
HP1525301T2D_E1,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,12,23,23,9,23,23,9,23,23,9
HP1525301T2D_E11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_E12,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1525301T2D_E13,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,9,23,16,9,23,16,9
HP1525301T2D_E15,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_E16,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9,23,16,9
HP1525301T2D_E17,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_E19,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13
HP1525301T2D_E2,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_E22,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_E23,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_E24,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1525301T2D_E3,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,15,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13
HP1525301T2D_E5,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1525301T2D_E7,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,9,23,16,9,23,16,9
HP1525301T2D_E8,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10,23,5,10
HP1525301T2D_F10,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_F12,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_F13,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22,18,5,22
HP1525301T2D_F15,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14
HP1525301T2D_F16,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_F19,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,9,23,16,9,23,16,9
HP1525301T2D_F2,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_F21,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_F23,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14
HP1525301T2D_F24,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1525301T2D_F3,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_F4,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_F5,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_F7,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,4,16
HP1525301T2D_F8,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_G1,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,9,23,14,9,23,14,9
HP1525301T2D_G10,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_G11,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9
HP1525301T2D_G13,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_G14,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_G15,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_G17,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_G18,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_G19,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9
HP1525301T2D_G20,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_G21,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_G22,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,9,23,14,9,23,14,9
HP1525301T2D_G23,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13,9,3,13
HP1525301T2D_G3,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_G4,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,9,23,14,9,23,14,9
HP1525301T2D_G5,1,19,11,1,18,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_G8,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14
HP1525301T2D_G9,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H1,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H10,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14
HP1525301T2D_H11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,9,23,14,9,23,14,9
HP1525301T2D_H14,1,18,11,1,18,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H16,1,18,11,1,18,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H17,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H18,1,19,11,1,18,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H19,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9,23,22,9
HP1525301T2D_H2,1,19,11,1,18,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H20,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,12,23,14,9,23,14,9,23,14,9
HP1525301T2D_H23,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_H24,1,21,11,1,21,11,1,18,11,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H3,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_H6,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,12,23,16,9,23,16,9,23,16,9
HP1525301T2D_H7,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
HP1525301T2D_H8,12,12,27,12,12,27,12,12,27,12,12,27,12,12,27,12,12,27,12,12,27,12,12,27,12,12,27,12,12,27,12,12,27,12,12,27,12,12,27,12,8,27,12,8,27,12,8,27,11,8,27,11,8,27,11,8,27,11,8,27,3,8,1
HP1525301T2D_H9,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,12,18,12,8,18,12,8,18,12,8,18,11,8,4,11,8,4,11,8,4,11,8,4,3,8,4
HP1525301T2D_I1,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_I10,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,18,7,1,1,7,1,1,7,1,1,7
HP1525301T2D_I11,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,15,22,18,4,22
HP1525301T2D_I12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,12,23,17,9,23,17,9,23,17,9
